make,model,variant,fuel,transmission,engine_cc,year_from,year_to,spec.General.Body type,spec.General.Seating capacity
Tata,Tigor,XM,Diesel,Manual,1047,2017,2019,Sedan,5
Tata,Tigor,XT,Diesel,Manual,1047,2017,2019,Sedan,5
Tata,Tigor,XZ,Diesel,Manual,1047,2017,2019,Sedan,5
Tata,Harrier,XE,Diesel,Manual,1956,2019,2024,SUV,5
Tata,Harrier,XM,Diesel,Manual,1956,2019,2024,SUV,5
Tata,Harrier,XT,Diesel,Manual,1956,2019,2024,SUV,5
Tata,Harrier,XZ,Diesel,Manual,1956,2019,2024,SUV,5
Tata,Harrier,XZ+,Diesel,Manual,1956,2019,2024,SUV,5
Tata,Harrier,XMA,Diesel,Automatic,1956,2019,2024,SUV,5
Tata,Harrier,XZA,Diesel,Automatic,1956,2019,2024,SUV,5
Tata,Harrier,XZA+,Diesel,Automatic,1956,2019,2024,SUV,5
Tata,Altroz,XE,Petrol,Manual,1199,2020,2024,Hatchback,5
Tata,Altroz,XM,Petrol,Manual,1199,2020,2024,Hatchback,5
Tata,Altroz,XT,Petrol,Manual,1199,2020,2024,Hatchback,5
Tata,Altroz,XZ,Petrol,Manual,1199,2020,2024,Hatchback,5
Tata,Altroz,XZ+,Petrol,Manual,1199,2020,2024,Hatchback,5
Tata,Altroz,XE,Diesel,Manual,1497,2020,2024,Hatchback,5
Tata,Altroz,XM,Diesel,Manual,1497,2020,2024,Hatchback,5
Tata,Altroz,XT,Diesel,Manual,1497,2020,2024,Hatchback,5
Tata,Altroz,XZ,Diesel,Manual,1497,2020,2024,Hatchback,5
Tata,Altroz,XZ+,Diesel,Manual,1497,2020,2024,Hatchback,5
Tata,Punch,Pure,Petrol,Manual,1199,2021,2024,SUV,5
Tata,Punch,Adventure,Petrol,Manual,1199,2021,2024,SUV,5
Tata,Punch,Accomplished,Petrol,Manual,1199,2021,2024,SUV,5
Tata,Punch,Creative,Petrol,Manual,1199,2021,2024,SUV,5
Tata,Punch,Adventure AMT,Petrol,Automatic,1199,2021,2024,SUV,5
Tata,Punch,Creative AMT,Petrol,Automatic,1199,2021,2024,SUV,5
Mahindra,XUV500,W4,Diesel,Manual,2179,2011,2021,SUV,7
Mahindra,XUV500,W6,Diesel,Manual,2179,2011,2021,SUV,7
Mahindra,XUV500,W8,Diesel,Manual,2179,2011,2021,SUV,7
Mahindra,XUV500,W10,Diesel,Manual,2179,2011,2021,SUV,7
Mahindra,XUV500,W11,Diesel,Manual,2179,2011,2021,SUV,7
Mahindra,XUV500,W10 AT,Diesel,Automatic,2179,2015,2021,SUV,7
Mahindra,XUV500,W11 AT,Diesel,Automatic,2179,2015,2021,SUV,7
Mahindra,Scorpio,S2,Diesel,Manual,2179,2014,2022,SUV,7
Mahindra,Scorpio,S4,Diesel,Manual,2179,2014,2022,SUV,7
Mahindra,Scorpio,S6,Diesel,Manual,2179,2014,2022,SUV,7
Mahindra,Scorpio,S8,Diesel,Manual,2179,2014,2022,SUV,7
Mahindra,Scorpio,S10,Diesel,Manual,2179,2014,2022,SUV,7
Mahindra,Scorpio,SLX,Diesel,Manual,2523,2010,2013,SUV,7
Mahindra,Scorpio,VLX,Diesel,Manual,2523,2010,2013,SUV,7
Mahindra,Bolero,SLE,Diesel,Manual,2523,2011,2019,SUV,7
Mahindra,Bolero,SLX,Diesel,Manual,2523,2011,2019,SUV,7
Mahindra,Bolero,ZLX,Diesel,Manual,2523,2011,2019,SUV,7
Mahindra,Bolero,B4,Diesel,Manual,1493,2019,2024,SUV,7
Mahindra,Bolero,B6,Diesel,Manual,1493,2019,2024,SUV,7
Mahindra,Bolero,B6(O),Diesel,Manual,1493,2019,2024,SUV,7
Mahindra,XUV300,W4,Petrol,Manual,1197,2019,2024,SUV,5
Mahindra,XUV300,W6,Petrol,Manual,1197,2019,2024,SUV,5
Mahindra,XUV300,W8,Petrol,Manual,1197,2019,2024,SUV,5
Mahindra,XUV300,W8(O),Petrol,Manual,1197,2019,2024,SUV,5
Mahindra,XUV300,W4,Diesel,Manual,1497,2019,2024,SUV,5
Mahindra,XUV300,W6,Diesel,Manual,1497,2019,2024,SUV,5
Mahindra,XUV300,W8,Diesel,Manual,1497,2019,2024,SUV,5
Mahindra,XUV300,W8(O),Diesel,Manual,1497,2019,2024,SUV,5
Mahindra,Thar,CRDe,Diesel,Manual,2498,2012,2019,SUV,4
Mahindra,Thar,DI,Diesel,Manual,2498,2012,2019,SUV,4
Mahindra,Thar,AX(O),Petrol,Manual,1997,2020,2024,SUV,4
Mahindra,Thar,LX,Petrol,Manual,1997,2020,2024,SUV,4
Mahindra,Thar,AX(O),Diesel,Manual,2184,2020,2024,SUV,4
Mahindra,Thar,LX,Diesel,Manual,2184,2020,2024,SUV,4
Toyota,Innova Crysta,GX,Diesel,Manual,2393,2016,2024,MPV,7
Toyota,Innova Crysta,VX,Diesel,Manual,2393,2016,2024,MPV,7
Toyota,Innova Crysta,ZX,Diesel,Manual,2393,2016,2024,MPV,7
Toyota,Innova Crysta,VX AT,Diesel,Automatic,2755,2016,2024,MPV,7
Toyota,Innova Crysta,ZX AT,Diesel,Automatic,2755,2016,2024,MPV,7
Toyota,Innova Crysta,GX,Petrol,Manual,2694,2016,2024,MPV,7
Toyota,Innova Crysta,VX,Petrol,Manual,2694,2016,2024,MPV,7
Toyota,Innova Crysta,ZX,Petrol,Manual,2694,2016,2024,MPV,7
Toyota,Fortuner,4x2 MT,Diesel,Manual,2755,2016,2024,SUV,7
Toyota,Fortuner,4x4 MT,Diesel,Manual,2755,2016,2024,SUV,7
Toyota,Fortuner,4x2 AT,Diesel,Automatic,2755,2016,2024,SUV,7
Toyota,Fortuner,4x4 AT,Diesel,Automatic,2755,2016,2024,SUV,7
Toyota,Fortuner,4x2 AT,Petrol,Automatic,2694,2016,2024,SUV,7
Toyota,Etios,J,Petrol,Manual,1496,2011,2020,Sedan,5
Toyota,Etios,G,Petrol,Manual,1496,2011,2020,Sedan,5
Toyota,Etios,V,Petrol,Manual,1496,2011,2020,Sedan,5
Toyota,Etios,VX,Petrol,Manual,1496,2011,2020,Sedan,5
Toyota,Etios,GD,Diesel,Manual,1364,2011,2020,Sedan,5
Toyota,Etios,VD,Diesel,Manual,1364,2011,2020,Sedan,5
Toyota,Etios,VXD,Diesel,Manual,1364,2011,2020,Sedan,5
Toyota,Glanza,G,Petrol,Manual,1197,2019,2022,Hatchback,5
Toyota,Glanza,V,Petrol,Manual,1197,2019,2022,Hatchback,5
Toyota,Glanza,G CVT,Petrol,Automatic,1197,2019,2022,Hatchback,5
Toyota,Glanza,V CVT,Petrol,Automatic,1197,2019,2022,Hatchback,5
Kia,Seltos,HTE,Petrol,Manual,1497,2019,2024,SUV,5
Kia,Seltos,HTK,Petrol,Manual,1497,2019,2024,SUV,5
Kia,Seltos,HTK+,Petrol,Manual,1497,2019,2024,SUV,5
Kia,Seltos,HTX,Petrol,Manual,1497,2019,2024,SUV,5
Kia,Seltos,GTX+,Petrol,Manual,1497,2019,2024,SUV,5
Kia,Seltos,HTE,Diesel,Manual,1493,2019,2024,SUV,5
Kia,Seltos,HTK,Diesel,Manual,1493,2019,2024,SUV,5
Kia,Seltos,HTK+,Diesel,Manual,1493,2019,2024,SUV,5
Kia,Seltos,HTX,Diesel,Manual,1493,2019,2024,SUV,5
Kia,Seltos,GTX+,Diesel,Manual,1493,2019,2024,SUV,5
Kia,Seltos,HTX AT,Diesel,Automatic,1493,2019,2024,SUV,5
Kia,Seltos,GTX+ AT,Diesel,Automatic,1493,2019,2024,SUV,5
Kia,Sonet,HTE,Petrol,Manual,1197,2020,2024,SUV,5
Kia,Sonet,HTK,Petrol,Manual,1197,2020,2024,SUV,5
Kia,Sonet,HTX,Petrol,Manual,1197,2020,2024,SUV,5
Kia,Sonet,GTX+,Petrol,Manual,1197,2020,2024,SUV,5
Kia,Sonet,HTE,Diesel,Manual,1493,2020,2024,SUV,5
Kia,Sonet,HTK,Diesel,Manual,1493,2020,2024,SUV,5
Kia,Sonet,HTX,Diesel,Manual,1493,2020,2024,SUV,5
Kia,Sonet,GTX+,Diesel,Manual,1493,2020,2024,SUV,5
Kia,Sonet,HTX AT,Diesel,Automatic,1493,2020,2024,SUV,5
Kia,Sonet,GTX+ AT,Diesel,Automatic,1493,2020,2024,SUV,5
Kia,Carens,Premium,Petrol,Manual,1497,2022,2024,MPV,7
Kia,Carens,Prestige,Petrol,Manual,1497,2022,2024,MPV,7
Kia,Carens,Luxury,Petrol,Manual,1497,2022,2024,MPV,7
Kia,Carens,Premium,Diesel,Manual,1493,2022,2024,MPV,7
Kia,Carens,Prestige,Diesel,Manual,1493,2022,2024,MPV,7
Kia,Carens,Luxury,Diesel,Manual,1493,2022,2024,MPV,7
